,date,location,IP address,component,interaction,duration,downtime
6814,2021-07-21,"USNV Roberts
FPO AA 95082",65.84.161.12,customer database,update data error,48.73,51.32
6815,2021-07-17,"245 Miller Land Suite 191
Markstad, WA 19214",211.99.51.252,android frontend,dropdown click,85.47,19.33
6816,2021-06-21,"62244 Rosario Roads
Normanmouth, AZ 29754",88.76.250.13,sap shipping management system,server error,74.79,0.0
6817,2021-07-23,"67823 Brandon Grove Apt. 416
North Charles, KS 10511",218.63.50.235,customer database,update data error,91.23,0.0
6818,2021-06-23,"Unit 0531 Box 6354
DPO AE 19773",23.72.25.49,django controller,HTTP 401 response,36.73,49.68
6819,2021-07-09,"745 James Overpass Suite 111
Kristyburgh, OR 91473",156.233.181.216,django controller,HTTP 500 response,55.48,0.0
6820,2021-07-13,"85893 Costa Prairie
Escobarburgh, SC 61194",192.158.163.48,customer database,timeout,32.55,71.19
6821,2021-08-06,"PSC 2976, Box 6321
APO AP 34530",209.24.161.183,ios frontend,bounce,92.75,0.0
6822,2021-05-22,"5923 Miller Summit
Cindybury, PA 58281",175.41.253.135,ai engine,bias detected in training data,93.64,33.91
6823,2021-05-24,"4309 Ramos Estates
South Nicholasview, TX 10156",124.89.163.23,web frontend,type,14.78,0.0
6824,2021-07-29,"832 Kevin Harbor Suite 519
Port Kristy, AK 80078",153.109.88.15,ai engine,bias detected in training data,54.74,58.29
6825,2021-07-14,"USS Mooney
FPO AA 95151",49.133.203.104,web frontend,new route,79.19,96.1
6826,2021-08-04,"82122 Gardner Stream Suite 889
Hopkinsborough, GA 45141",197.160.203.56,shipping database,request timeout,23.99,15.98
6827,2021-08-12,"PSC 1601, Box 7550
APO AE 05667",197.91.115.135,web frontend,dormant,10.19,22.52
6828,2021-05-25,"627 Donald Glen Suite 129
East Kelly, WA 16229",213.53.82.250,mongodb database,other,73.48,83.56
6829,2021-07-26,"163 Amber Spring Apt. 740
Burkeview, MO 55222",205.208.25.62,mongodb database,SQL injection threat,40.36,93.65
6830,2021-06-09,"USNV Wilson
FPO AE 35949",222.196.243.131,ai engine,bias detected in training data,19.02,20.31
6831,2021-07-26,"16742 Katie Summit Suite 890
Michaelside, MA 31313",196.180.240.83,shipping database,invalid key,42.47,48.82
6832,2021-06-04,"USCGC Miller
FPO AE 58004",83.209.242.171,ios frontend,dormant,54.9,0.0
6833,2021-08-17,"45409 Dylan Port Suite 419
Johnton, ND 70408",205.128.24.22,sap shipping management system,connection timeout,37.24,0.0
6834,2021-06-28,"338 Henderson Drive
Mathewview, FL 34608",220.77.79.254,django controller,HTTP 401 response,25.16,11.9
6835,2021-06-01,"Unit 6151 Box 0526
DPO AP 61766",163.166.105.180,customer database,potential SSH threat,83.21,0.0
6836,2021-06-16,"96968 Owen Lock
Port Andrewside, DE 40968",214.180.111.198,sap shipping management system,server error,27.1,23.31
6837,2021-07-30,"968 Swanson Pine
New Carlhaven, SD 75971",110.169.23.58,web frontend,type,51.1,17.27
6838,2021-05-26,"3499 Little Haven
Flemingberg, WV 02300",147.33.42.42,mongodb database,other,80.24,91.62
6839,2021-07-26,"65115 Marsh River
West Johnview, CO 72702",129.44.85.176,android frontend,refresh,96.6,0.0
6840,2021-07-11,"30337 Braun Point Suite 535
Foxtown, AK 04600",3.6.10.89,shipping database,request timeout,91.86,60.95
6841,2021-06-09,"PSC 9609, Box 0544
APO AA 52090",198.11.31.245,ios frontend,dropdown click,13.39,15.65
6842,2021-07-27,"1481 Christopher Rue
East Tammyshire, CT 61524",170.110.148.247,android frontend,new route,13.01,0.0
6843,2021-07-12,"319 Molly Village Apt. 666
Fosterville, OR 35811",86.50.101.9,mongodb database,SQL injection threat,55.37,18.13
6844,2021-05-30,"02414 Brenda Plains Suite 225
Sheilafurt, KS 13005",123.81.225.244,web frontend,dropdown click,17.99,8.64
6845,2021-07-15,"57879 Williams Meadows Suite 381
New Davidborough, WI 97966",171.181.145.54,django controller,HTTP 500 response,10.8,17.39
6846,2021-07-14,"793 Paula Walk
Bruceland, AZ 19349",196.245.133.243,ai engine,error loading model,7.24,3.71
6847,2021-08-09,"1056 Sawyer Junction
Caseville, TN 12751",133.188.58.51,mongodb database,SQL injection threat,67.18,91.99
6848,2021-07-16,"11382 Jennifer Parks Suite 421
Andersenstad, CA 42267",179.250.185.188,mongodb database,entry does not exist,73.59,75.6
6849,2021-06-02,"537 Jones Spring
Alexandertown, SC 39837",29.158.106.108,mongodb database,throttling,75.85,88.94
6850,2021-07-09,"Unit 7998 Box 8536
DPO AE 41012",217.98.167.113,customer database,potential SSH threat,37.16,22.12
6851,2021-08-13,"65441 Collins View
Jenniferside, SC 83950",203.252.12.171,ios frontend,scroll,31.380000000000003,60.61
6852,2021-08-04,"PSC 7436, Box 3868
APO AE 75814",217.113.240.93,ios frontend,new route,51.44,12.58
6853,2021-06-15,"401 Thomas Springs Suite 856
Amandaborough, AL 57680",55.96.12.141,web frontend,scroll,51.09,55.57
6854,2021-08-17,"Unit 9967 Box 7428
DPO AA 90442",64.105.132.78,ios frontend,type,74.24,0.0
6855,2021-07-28,"1479 Contreras Coves Apt. 574
Brentstad, ME 66079",203.10.82.117,customer database,other,44.37,59.42
6856,2021-08-17,"193 Compton Hill
Austinburgh, NC 50073",43.52.255.133,ios frontend,scroll,38.81,46.08
6857,2021-06-08,"3402 Salazar Plain
South Brian, TN 32721",17.212.233.239,django controller,not authorised,68.79,41.51
6858,2021-06-10,"PSC 7010, Box 5951
APO AP 79816",137.73.183.33,mongodb database,throttling,52.84,53.12
6859,2021-06-10,"99576 Hughes Camp
Toddbury, FL 83084",8.137.230.103,mongodb database,entry does not exist,15.52,25.24
6860,2021-07-28,"6686 Williams Cape Suite 399
West Maria, RI 82126",175.84.217.65,ai engine,training data error,94.61,62.19
6861,2021-05-26,"33683 Michael Field Apt. 887
West Analand, WV 68723",89.185.251.78,ios frontend,refresh,84.77,52.14
6862,2021-07-10,"5979 Joseph Park
Luceromouth, OK 27609",101.38.147.183,sap shipping management system,unknown shipping code,86.9,90.87
6863,2021-06-24,"69861 White Islands Apt. 895
Campbellberg, MA 46775",208.57.177.118,django controller,HTTP 401 response,31.380000000000003,8.19
6864,2021-07-05,"852 Pratt Light
East Mariamouth, IA 63317",222.95.17.71,sap shipping management system,server error,92.68,16.46
6865,2021-07-16,"55792 Gail Mews
Port Seth, AL 93612",143.84.196.13,mongodb database,server error,96.87,24.35
6866,2021-05-31,"62103 Devin Plaza
East Josephbury, SC 97846",30.239.254.168,sap shipping management system,unknown shipping code,57.82,2.18
6867,2021-08-04,"639 Tucker Harbors
Port Sandra, CT 45442",60.215.252.226,mongodb database,server error,94.48,63.41
6868,2021-06-20,"72332 Alvarado Square Suite 010
Dunnview, AK 11373",11.55.50.229,android frontend,scroll,2.39,0.0
6869,2021-07-04,"PSC 9066, Box 7862
APO AP 42893",222.15.123.114,django controller,not authorised,98.74,0.0
6870,2021-07-29,"7948 Gina Course Apt. 165
Haydenstad, ND 44294",86.142.55.33,ios frontend,dormant,16.3,12.52
6871,2021-07-26,"1505 Nguyen Skyway
Espinozafort, UT 58021",209.247.62.55,web frontend,dormant,63.99,0.0
6872,2021-06-21,"463 Contreras Cape
Andrefort, NJ 62584",173.179.10.15,web frontend,scroll,15.18,11.83
6873,2021-06-20,"31346 Castillo Run Suite 849
Porterton, KS 85289",58.3.250.76,django controller,HTTP 401 response,39.99,90.14
6874,2021-08-16,"638 Morgan Inlet
Lake Micheleburgh, RI 26279",203.184.68.159,ios frontend,bounce,95.43,0.0
6875,2021-06-27,"9001 Edward Point
Jonfort, WI 03879",36.198.215.55,ai engine,training data error,0.1,0.0
6876,2021-06-17,"5113 Jeremy Falls Suite 979
South Hailey, PA 54038",46.27.167.201,web frontend,scroll,61.68,81.52
6877,2021-07-04,"5443 Anthony Ville Apt. 859
South Krystal, VA 73214",109.91.115.142,android frontend,dropdown click,88.37,0.0
6878,2021-06-26,"09167 Cardenas Grove
Port Timothyland, NY 98192",147.100.120.133,shipping database,throttling,19.66,26.03
6879,2021-07-02,"9088 Russo Road Suite 087
Kurtchester, GA 09862",168.32.142.8,android frontend,click,65.0,23.45
6880,2021-07-04,"901 Caitlin Common Apt. 708
Brettfort, AL 61683",194.63.195.55,shipping database,request timeout,26.08,2.74
6881,2021-05-21,"411 Wagner Village
West Karenview, MS 10523",223.127.70.51,sap shipping management system,invalid SAP unit code,33.25,60.5
6882,2021-07-23,"131 Miller Park
Johnsonchester, DC 30368",210.232.19.255,sap shipping management system,connection timeout,8.03,0.0
6883,2021-07-03,"987 Salas Parkways Suite 242
Ginashire, LA 28361",48.195.36.74,ai engine,bias detected in training data,55.85,15.71
6884,2021-07-28,"513 Tanya Vista Suite 874
Stevensontown, OR 31195",193.40.49.88,shipping database,potential SSH threat,39.29,56.34
6885,2021-06-10,"08598 Catherine Station Suite 831
Port Anthony, NC 61027",58.149.181.28,ios frontend,dropdown click,35.55,0.07
6886,2021-08-08,"2134 Rachel Harbors Apt. 942
Rodriguezburgh, WV 87821",218.158.147.183,mongodb database,entry does not exist,95.11,98.89
6887,2021-08-08,"66653 Matthew Tunnel Suite 189
West Jonathan, KS 76188",140.45.141.204,shipping database,SQL injection threat,56.83,10.83
6888,2021-08-15,"USCGC Marks
FPO AE 89197",178.173.180.188,sap shipping management system,unknown shipping code,6.9,0.0
6889,2021-07-05,"8158 Carla Summit Apt. 472
Wangborough, KY 18876",160.135.27.228,ai engine,training data error,44.28,20.41
6890,2021-07-10,"9046 Tucker Fords Apt. 988
West Peggystad, WA 87368",181.223.49.88,android frontend,scroll,21.94,0.0
6891,2021-07-19,"0642 David Divide Suite 130
Donaldburgh, GA 26756",179.72.177.173,web frontend,scroll,88.35,68.36
6892,2021-06-18,"666 Kelly Plains Apt. 245
New Jamestown, WV 47465",83.59.173.208,ai engine,error loading model,16.5,20.13
6893,2021-07-09,"9733 Terry Fall
Nicoleton, MS 71894",12.193.111.25,customer database,timeout,52.75,0.0
6894,2021-06-09,"36423 Espinoza Lock
New Diana, HI 87597",219.180.33.32,ai engine,error loading model,10.96,22.81
6895,2021-07-23,"1279 Christina Forge Apt. 038
Carolport, UT 15788",203.100.106.42,shipping database,SQL injection threat,38.51,86.74
6896,2021-06-12,"1151 Taylor Spur
Gomezfurt, MD 06430",116.171.168.2,shipping database,potential SSH threat,74.99,29.15
6897,2021-06-08,"17736 Vickie Rest
Thomashaven, WY 52091",173.105.211.208,customer database,update data error,47.84,0.0
6898,2021-06-06,"917 Owen Fields Apt. 824
Charlesbury, KY 12681",208.98.165.241,ai engine,bias detected in training data,41.09,27.92
6899,2021-08-02,"73644 Nguyen Locks
Port Williamshire, VA 52302",87.180.99.39,shipping database,invalid key,2.68,0.0
6900,2021-06-01,"USNV Anderson
FPO AE 58496",196.183.0.69,customer database,potential SSH threat,51.75,0.0
6901,2021-08-16,"05802 Phelps Vista Suite 780
Stantonhaven, NE 41037",66.71.2.151,mongodb database,entry does not exist,29.97,3.2
6902,2021-06-07,"PSC 8469, Box 9282
APO AE 56805",205.170.42.169,web frontend,click,81.47,0.0
6903,2021-07-14,"046 Robert Haven Suite 684
Saramouth, TX 81864",192.163.177.115,ios frontend,type,43.08,0.0
6904,2021-05-30,"PSC 9850, Box 3621
APO AA 88281",209.133.252.246,shipping database,invalid key,97.6,9.35
6905,2021-08-01,"34568 Pena Points
New Josephhaven, PA 17818",191.151.186.29,web frontend,type,47.2,0.0
6906,2021-06-07,"4745 Shannon Unions Suite 400
East Samuel, OR 19389",74.139.113.146,android frontend,scroll,84.72,0.0
6907,2021-07-21,"05329 Barbara Burgs
Deleonport, NV 98800",197.228.121.43,shipping database,throttling,90.43,13.08
6908,2021-07-13,"8304 Velazquez Stravenue
Brownfurt, IL 64087",212.182.144.249,sap shipping management system,invalid SAP unit code,85.39,89.86
6909,2021-07-26,"273 Kathryn Trace
South Terri, SC 06664",187.151.33.220,django controller,not authorised,80.26,36.72
6910,2021-08-13,"1735 Blair Trace Suite 810
Swansonside, ND 06463",159.50.151.69,sap shipping management system,invalid SAP unit code,19.44,16.37
6911,2021-06-03,"567 Elizabeth Fords
Port Stephanie, UT 96241",13.111.29.20,sap shipping management system,connection timeout,12.06,21.5
6912,2021-07-31,"2700 Jones Forge Suite 770
East Katherineville, VT 48427",161.126.151.144,ios frontend,type,32.95,0.0
6913,2021-07-12,"07498 Timothy Plaza
Chenport, MO 81506",155.137.228.69,ios frontend,type,41.4,0.0
6914,2021-07-11,"849 Hawkins Streets
West Nancyville, PA 87171",134.27.96.213,mongodb database,throttling,33.46,56.75
6915,2021-07-21,"6693 Kathleen Square
Port Barbara, KS 93644",216.29.52.202,mongodb database,SQL injection threat,5.89,1.89
6916,2021-08-05,"50947 Christine Drive
Port Nicole, AZ 03497",174.237.72.200,android frontend,dormant,13.57,7.42
6917,2021-06-12,"738 Bradley Square Suite 328
East Joseph, GA 95840",183.251.20.54,web frontend,new route,76.13,32.95
6918,2021-06-28,"1656 Chris Lane Apt. 096
Pagebury, FL 24287",160.130.118.222,customer database,potential SSH threat,30.73,0.0
6919,2021-06-19,"155 Clark Ferry Suite 622
New Brianfurt, LA 42273",36.134.92.72,ai engine,model version invalid,84.47,89.44
6920,2021-07-24,"69721 Deborah River
East Shane, NV 15561",131.51.147.95,mongodb database,entry does not exist,63.03,80.57
6921,2021-07-31,"2691 Kramer Point
East Paul, CT 10005",196.138.203.44,android frontend,type,16.59,27.36
6922,2021-05-26,"USS Bishop
FPO AE 41858",73.211.105.128,ai engine,bias detected in training data,28.12,2.72
6923,2021-07-12,"238 Erica Forges Suite 388
East Stephenstad, OK 14940",77.16.0.196,customer database,update data error,36.05,0.0
6924,2021-06-22,"77398 Oconnor Lake
West Mario, MI 57794",207.103.3.108,django controller,HTTP 500 response,33.63,5.72
6925,2021-06-08,"5097 Chang Isle
West Rebecca, WA 09287",223.94.95.76,web frontend,click,30.14,0.0
6926,2021-06-06,"80723 Fields Harbor Suite 380
Robertstad, CA 22185",195.52.182.187,web frontend,type,29.28,0.0
6927,2021-08-12,"7693 Young Lodge Suite 503
South Jacqueline, LA 88918",123.62.219.46,web frontend,bounce,66.99,7.869999999999999
6928,2021-06-07,"40353 Erik Parkway
West Jamesberg, MD 36910",210.195.209.44,mongodb database,entry does not exist,33.98,78.18
6929,2021-05-24,"28238 Adams Vista
Bakermouth, UT 04423",141.35.71.144,ios frontend,dropdown click,36.66,42.83
6930,2021-08-10,"36063 Crystal Dale
Jacobfurt, MO 32008",219.203.138.62,sap shipping management system,unknown shipping code,27.93,25.31
6931,2021-06-27,"Unit 3940 Box 5539
DPO AE 01268",121.112.157.186,mongodb database,SQL injection threat,64.79,86.3
6932,2021-06-24,"8842 Manning Pike
North Ryan, NE 24179",214.208.253.198,sap shipping management system,unknown shipping code,85.48,12.92
6933,2021-07-03,"936 Paula Vista
East Zachary, AK 19300",65.0.103.27,ios frontend,click,97.62,21.62
6934,2021-05-28,"8547 Sonya Station
Port Maryfurt, AR 11852",151.125.97.147,ios frontend,click,15.989999999999998,22.63
6935,2021-07-16,"313 Daniel Field Apt. 840
Port Jennifermouth, CO 83287",193.32.87.13,ios frontend,refresh,41.55,81.1
6936,2021-08-10,"38777 Ernest Key Apt. 975
East Spencerfurt, RI 87400",158.31.138.82,web frontend,dropdown click,87.6,51.47
6937,2021-06-10,"55762 Stuart Square
Lake Williamville, CO 22222",168.37.65.74,ai engine,parameter values invalid,43.95,44.19
6938,2021-07-08,"257 Jennifer Circle Suite 966
Lake Laura, MO 53738",128.167.210.242,sap shipping management system,unknown shipping code,89.26,22.22
6939,2021-05-28,"9662 Walker Glens Apt. 958
North Sethborough, CA 13998",131.73.136.39,ios frontend,click,1.7999999999999998,0.0
6940,2021-06-05,"01245 Nguyen Gateway
Leemouth, AL 88361",206.17.220.36,django controller,HTTP 500 response,22.08,28.82
6941,2021-06-03,"26301 Jessica Orchard Suite 369
Meganmouth, DE 45358",60.228.156.40,django controller,not authorised,52.74,0.0
6942,2021-06-11,"705 Timothy Corner
Lake Mollyshire, AR 71051",99.200.76.172,shipping database,SQL injection threat,73.79,21.36
6943,2021-07-20,"27741 Sullivan Bridge
North Austin, PA 07319",178.198.226.170,web frontend,type,45.71,26.05
6944,2021-06-08,"097 Jonathan Rapid
New Luis, WI 80597",219.192.69.171,ios frontend,dormant,66.28,0.0
6945,2021-08-16,"02412 Sharp Corners
Madisonmouth, KY 05644",195.129.140.61,ai engine,parameter values invalid,54.29,33.54
6946,2021-05-28,"52839 Flores Roads
Christineshire, AR 25524",138.29.198.73,web frontend,click,46.65,63.35
6947,2021-06-13,"269 Joseph Street Apt. 973
West Charles, AL 54796",31.65.173.63,android frontend,scroll,34.21,25.79
6948,2021-06-04,"5690 Emily Lane Suite 056
Singletonbury, KS 72827",201.97.84.52,customer database,timeout,22.06,0.0
6949,2021-06-29,"060 Lara Freeway
New Kylie, WY 42141",197.72.28.41,sap shipping management system,server error,58.34,0.0
6950,2021-07-30,"30647 Robinson Hills Apt. 323
North Rebecca, VA 16619",72.254.45.49,mongodb database,other,15.7,11.53
6951,2021-07-04,"03567 Madison Stravenue Suite 006
Dicksonside, AK 27337",18.153.170.23,ios frontend,type,48.71,0.0
6952,2021-05-25,"56410 James Station Suite 518
North Monica, TX 49638",136.180.105.244,ios frontend,new route,92.48,33.57
6953,2021-07-29,"8308 Joseph Roads Suite 154
Robertshire, UT 60877",213.159.156.218,ai engine,training data error,86.39,45.62
6954,2021-06-16,"0912 Anthony Fork
Laurafurt, HI 48283",178.149.9.118,customer database,update data error,26.2,28.08
6955,2021-05-21,"442 Melanie Inlet Apt. 399
South Matthewbury, CA 15948",32.111.138.232,sap shipping management system,server error,42.43,31.21
6956,2021-06-01,"54203 Bradley Corner Suite 515
West Ryan, PA 22406",15.117.155.224,ai engine,bias detected in training data,18.93,25.68
6957,2021-07-08,"6404 Jeffrey Freeway
West Joshua, AR 13392",170.149.174.168,shipping database,request timeout,11.51,17.14
6958,2021-07-21,"28786 Michael Land Suite 925
Millsland, IA 65147",56.220.220.167,ios frontend,type,19.17,0.0
6959,2021-07-07,"90759 William Parkways Suite 814
Romeroland, AR 96267",143.161.202.200,shipping database,throttling,21.75,0.52
6960,2021-08-15,"50959 Charles River Apt. 563
South Sarahaven, VA 54188",215.124.50.121,android frontend,refresh,85.35,0.0
6961,2021-06-08,"59831 Key Parks Suite 421
New Jason, DC 29192",123.66.54.120,shipping database,potential SSH threat,53.13,38.31
6962,2021-07-08,"1267 Ellis Spurs Suite 474
West Samantha, TX 33788",213.250.242.28,ai engine,parameter values invalid,29.67,2.18
6963,2021-07-03,"82483 Hughes Cape Suite 054
West Chelseamouth, IL 34436",105.28.63.114,mongodb database,other,30.14,6.85
6964,2021-05-27,"077 Hernandez Fort Apt. 907
Justinville, OK 92112",185.217.42.9,android frontend,scroll,59.11,19.68
